Time (CET/CEST),Day-ahead Total Load Forecast [MW] - Ireland (IE),Actual Total Load [MW] - Ireland (IE)
09.09.2021 22:00 - 09.09.2021 22:30,3636,4017
09.09.2021 22:30 - 09.09.2021 23:00,3428,3827
09.09.2021 23:00 - 09.09.2021 23:30,3233,3631
09.09.2021 23:30 - 10.09.2021 00:00,3082,3442
10.09.2021 00:00 - 10.09.2021 00:30,2956,3265
10.09.2021 00:30 - 10.09.2021 01:00,2863,3111
10.09.2021 01:00 - 10.09.2021 01:30,2777,2966
10.09.2021 01:30 - 10.09.2021 02:00,2700,2886
10.09.2021 02:00 - 10.09.2021 02:30,2651,2804
10.09.2021 02:30 - 10.09.2021 03:00,2616,2762
10.09.2021 03:00 - 10.09.2021 03:30,2588,2699
10.09.2021 03:30 - 10.09.2021 04:00,2584,2667
10.09.2021 04:00 - 10.09.2021 04:30,2594,2644
10.09.2021 04:30 - 10.09.2021 05:00,2632,2637
10.09.2021 05:00 - 10.09.2021 05:30,2711,2632
10.09.2021 05:30 - 10.09.2021 06:00,2799,2646
10.09.2021 06:00 - 10.09.2021 06:30,2978,2672
10.09.2021 06:30 - 10.09.2021 07:00,3214,2748
10.09.2021 07:00 - 10.09.2021 07:30,3483,2847
10.09.2021 07:30 - 10.09.2021 08:00,3774,3040
10.09.2021 08:00 - 10.09.2021 08:30,3965,3283
10.09.2021 08:30 - 10.09.2021 09:00,4048,3627
10.09.2021 09:00 - 10.09.2021 09:30,4095,3828
10.09.2021 09:30 - 10.09.2021 10:00,4146,3937
10.09.2021 10:00 - 10.09.2021 10:30,4139,N/A
10.09.2021 10:30 - 10.09.2021 11:00,4144,N/A
10.09.2021 11:00 - 10.09.2021 11:30,4140,N/A
10.09.2021 11:30 - 10.09.2021 12:00,4145,N/A
10.09.2021 12:00 - 10.09.2021 12:30,4136,N/A
10.09.2021 12:30 - 10.09.2021 13:00,4150,N/A
10.09.2021 13:00 - 10.09.2021 13:30,4130,N/A
10.09.2021 13:30 - 10.09.2021 14:00,4072,N/A
10.09.2021 14:00 - 10.09.2021 14:30,4063,N/A
10.09.2021 14:30 - 10.09.2021 15:00,4052,N/A
10.09.2021 15:00 - 10.09.2021 15:30,4067,N/A
10.09.2021 15:30 - 10.09.2021 16:00,4084,N/A
10.09.2021 16:00 - 10.09.2021 16:30,4103,N/A
10.09.2021 16:30 - 10.09.2021 17:00,4141,N/A
10.09.2021 17:00 - 10.09.2021 17:30,4162,N/A
10.09.2021 17:30 - 10.09.2021 18:00,4186,N/A
10.09.2021 18:00 - 10.09.2021 18:30,4148,N/A
10.09.2021 18:30 - 10.09.2021 19:00,4091,N/A
10.09.2021 19:00 - 10.09.2021 19:30,4060,N/A
10.09.2021 19:30 - 10.09.2021 20:00,4010,N/A
10.09.2021 20:00 - 10.09.2021 20:30,4042,N/A
10.09.2021 20:30 - 10.09.2021 21:00,4044,N/A
10.09.2021 21:00 - 10.09.2021 21:30,3943,N/A
10.09.2021 21:30 - 10.09.2021 22:00,3775,N/A
10.09.2021 22:00 - 10.09.2021 22:30,3596,N/A
10.09.2021 22:30 - 10.09.2021 23:00,3417,N/A
10.09.2021 23:00 - 10.09.2021 23:30,3263,N/A
10.09.2021 23:30 - 11.09.2021 00:00,3115,N/A
11.09.2021 00:00 - 11.09.2021 00:30,2994,N/A
11.09.2021 00:30 - 11.09.2021 01:00,2892,N/A
11.09.2021 01:00 - 11.09.2021 01:30,2794,N/A
11.09.2021 01:30 - 11.09.2021 02:00,2708,N/A
11.09.2021 02:00 - 11.09.2021 02:30,2651,N/A
11.09.2021 02:30 - 11.09.2021 03:00,2590,N/A
11.09.2021 03:00 - 11.09.2021 03:30,2559,N/A
11.09.2021 03:30 - 11.09.2021 04:00,2544,N/A
11.09.2021 04:00 - 11.09.2021 04:30,2547,N/A
11.09.2021 04:30 - 11.09.2021 05:00,2555,N/A
11.09.2021 05:00 - 11.09.2021 05:30,2586,N/A
11.09.2021 05:30 - 11.09.2021 06:00,2616,N/A
11.09.2021 06:00 - 11.09.2021 06:30,2703,N/A
11.09.2021 06:30 - 11.09.2021 07:00,2792,N/A
11.09.2021 07:00 - 11.09.2021 07:30,2895,N/A
11.09.2021 07:30 - 11.09.2021 08:00,3048,N/A
11.09.2021 08:00 - 11.09.2021 08:30,3255,N/A
11.09.2021 08:30 - 11.09.2021 09:00,3453,N/A
11.09.2021 09:00 - 11.09.2021 09:30,3610,N/A
11.09.2021 09:30 - 11.09.2021 10:00,3709,N/A
11.09.2021 10:00 - 11.09.2021 10:30,3774,N/A
11.09.2021 10:30 - 11.09.2021 11:00,3792,N/A
11.09.2021 11:00 - 11.09.2021 11:30,3802,N/A
11.09.2021 11:30 - 11.09.2021 12:00,3813,N/A
11.09.2021 12:00 - 11.09.2021 12:30,3809,N/A
11.09.2021 12:30 - 11.09.2021 13:00,3800,N/A
11.09.2021 13:00 - 11.09.2021 13:30,3758,N/A
11.09.2021 13:30 - 11.09.2021 14:00,3706,N/A
11.09.2021 14:00 - 11.09.2021 14:30,3648,N/A
11.09.2021 14:30 - 11.09.2021 15:00,3617,N/A
11.09.2021 15:00 - 11.09.2021 15:30,3610,N/A
11.09.2021 15:30 - 11.09.2021 16:00,3625,N/A
11.09.2021 16:00 - 11.09.2021 16:30,3660,N/A
11.09.2021 16:30 - 11.09.2021 17:00,3707,N/A
11.09.2021 17:00 - 11.09.2021 17:30,3765,N/A
11.09.2021 17:30 - 11.09.2021 18:00,3811,N/A
11.09.2021 18:00 - 11.09.2021 18:30,3798,N/A
11.09.2021 18:30 - 11.09.2021 19:00,3798,N/A
11.09.2021 19:00 - 11.09.2021 19:30,3754,N/A
11.09.2021 19:30 - 11.09.2021 20:00,3711,N/A
11.09.2021 20:00 - 11.09.2021 20:30,3754,N/A
11.09.2021 20:30 - 11.09.2021 21:00,3745,N/A
11.09.2021 21:00 - 11.09.2021 21:30,3640,N/A
11.09.2021 21:30 - 11.09.2021 22:00,3505,N/A
11.09.2021 22:00 - 11.09.2021 22:30,3354,N/A
11.09.2021 22:30 - 11.09.2021 23:00,3205,N/A
11.09.2021 23:00 - 11.09.2021 23:30,3079,N/A
11.09.2021 23:30 - 12.09.2021 00:00,2970,N/A
12.09.2021 00:00 - 12.09.2021 00:30,2886,N/A
12.09.2021 00:30 - 12.09.2021 01:00,2803,N/A
12.09.2021 01:00 - 12.09.2021 01:30,2725,N/A
12.09.2021 01:30 - 12.09.2021 02:00,2654,N/A
12.09.2021 02:00 - 12.09.2021 02:30,2603,N/A
12.09.2021 02:30 - 12.09.2021 03:00,2561,N/A
12.09.2021 03:00 - 12.09.2021 03:30,2526,N/A
12.09.2021 03:30 - 12.09.2021 04:00,2503,N/A
12.09.2021 04:00 - 12.09.2021 04:30,2486,N/A
12.09.2021 04:30 - 12.09.2021 05:00,2483,N/A
12.09.2021 05:00 - 12.09.2021 05:30,2503,N/A
12.09.2021 05:30 - 12.09.2021 06:00,2510,N/A
12.09.2021 06:00 - 12.09.2021 06:30,2548,N/A
12.09.2021 06:30 - 12.09.2021 07:00,2604,N/A
12.09.2021 07:00 - 12.09.2021 07:30,2649,N/A
12.09.2021 07:30 - 12.09.2021 08:00,2756,N/A
12.09.2021 08:00 - 12.09.2021 08:30,2927,N/A
12.09.2021 08:30 - 12.09.2021 09:00,3102,N/A
12.09.2021 09:00 - 12.09.2021 09:30,3266,N/A
12.09.2021 09:30 - 12.09.2021 10:00,3393,N/A
12.09.2021 10:00 - 12.09.2021 10:30,3501,N/A
12.09.2021 10:30 - 12.09.2021 11:00,3577,N/A
12.09.2021 11:00 - 12.09.2021 11:30,3631,N/A
12.09.2021 11:30 - 12.09.2021 12:00,3674,N/A
12.09.2021 12:00 - 12.09.2021 12:30,3709,N/A
12.09.2021 12:30 - 12.09.2021 13:00,3746,N/A
12.09.2021 13:00 - 12.09.2021 13:30,3734,N/A
12.09.2021 13:30 - 12.09.2021 14:00,3691,N/A
12.09.2021 14:00 - 12.09.2021 14:30,3628,N/A
12.09.2021 14:30 - 12.09.2021 15:00,3581,N/A
12.09.2021 15:00 - 12.09.2021 15:30,3552,N/A
12.09.2021 15:30 - 12.09.2021 16:00,3542,N/A
12.09.2021 16:00 - 12.09.2021 16:30,3542,N/A
12.09.2021 16:30 - 12.09.2021 17:00,3587,N/A
12.09.2021 17:00 - 12.09.2021 17:30,3634,N/A
12.09.2021 17:30 - 12.09.2021 18:00,3699,N/A
12.09.2021 18:00 - 12.09.2021 18:30,3733,N/A
12.09.2021 18:30 - 12.09.2021 19:00,3752,N/A
12.09.2021 19:00 - 12.09.2021 19:30,3759,N/A
12.09.2021 19:30 - 12.09.2021 20:00,3758,N/A
12.09.2021 20:00 - 12.09.2021 20:30,3840,N/A
12.09.2021 20:30 - 12.09.2021 21:00,3788,N/A
12.09.2021 21:00 - 12.09.2021 21:30,3669,N/A
12.09.2021 21:30 - 12.09.2021 22:00,3496,N/A
12.09.2021 22:00 - 12.09.2021 22:30,3316,N/A
12.09.2021 22:30 - 12.09.2021 23:00,3137,N/A
12.09.2021 23:00 - 12.09.2021 23:30,2985,N/A
12.09.2021 23:30 - 13.09.2021 00:00,2855,N/A
13.09.2021 00:00 - 13.09.2021 00:30,2773,N/A
13.09.2021 00:30 - 13.09.2021 01:00,2698,N/A
13.09.2021 01:00 - 13.09.2021 01:30,N/A,N/A
13.09.2021 01:30 - 13.09.2021 02:00,N/A,N/A
13.09.2021 02:00 - 13.09.2021 02:30,N/A,N/A
13.09.2021 02:30 - 13.09.2021 03:00,N/A,N/A
13.09.2021 03:00 - 13.09.2021 03:30,N/A,N/A
13.09.2021 03:30 - 13.09.2021 04:00,N/A,N/A
13.09.2021 04:00 - 13.09.2021 04:30,N/A,N/A
13.09.2021 04:30 - 13.09.2021 05:00,N/A,N/A
13.09.2021 05:00 - 13.09.2021 05:30,N/A,N/A
13.09.2021 05:30 - 13.09.2021 06:00,N/A,N/A
13.09.2021 06:00 - 13.09.2021 06:30,N/A,N/A
13.09.2021 06:30 - 13.09.2021 07:00,N/A,N/A
13.09.2021 07:00 - 13.09.2021 07:30,N/A,N/A
13.09.2021 07:30 - 13.09.2021 08:00,N/A,N/A
13.09.2021 08:00 - 13.09.2021 08:30,N/A,N/A
13.09.2021 08:30 - 13.09.2021 09:00,N/A,N/A
13.09.2021 09:00 - 13.09.2021 09:30,N/A,N/A
13.09.2021 09:30 - 13.09.2021 10:00,N/A,N/A
13.09.2021 10:00 - 13.09.2021 10:30,N/A,N/A
13.09.2021 10:30 - 13.09.2021 11:00,N/A,N/A
13.09.2021 11:00 - 13.09.2021 11:30,N/A,N/A
13.09.2021 11:30 - 13.09.2021 12:00,N/A,N/A
13.09.2021 12:00 - 13.09.2021 12:30,N/A,3897
13.09.2021 12:30 - 13.09.2021 13:00,N/A,3926
13.09.2021 13:00 - 13.09.2021 13:30,N/A,3947
13.09.2021 13:30 - 13.09.2021 14:00,N/A,3973
13.09.2021 14:00 - 13.09.2021 14:30,N/A,3988
13.09.2021 14:30 - 13.09.2021 15:00,N/A,3919
13.09.2021 15:00 - 13.09.2021 15:30,N/A,3890
13.09.2021 15:30 - 13.09.2021 16:00,N/A,3917
13.09.2021 16:00 - 13.09.2021 16:30,N/A,3913
13.09.2021 16:30 - 13.09.2021 17:00,N/A,3936
13.09.2021 17:00 - 13.09.2021 17:30,N/A,3968
13.09.2021 17:30 - 13.09.2021 18:00,N/A,4045
13.09.2021 18:00 - 13.09.2021 18:30,N/A,4128
13.09.2021 18:30 - 13.09.2021 19:00,N/A,4208
13.09.2021 19:00 - 13.09.2021 19:30,N/A,4188
13.09.2021 19:30 - 13.09.2021 20:00,N/A,4082
13.09.2021 20:00 - 13.09.2021 20:30,N/A,3996
13.09.2021 20:30 - 13.09.2021 21:00,N/A,3943
13.09.2021 21:00 - 13.09.2021 21:30,N/A,3972
13.09.2021 21:30 - 13.09.2021 22:00,N/A,3987
13.09.2021 22:00 - 13.09.2021 22:30,N/A,3873
13.09.2021 22:30 - 13.09.2021 23:00,N/A,3698
13.09.2021 23:00 - 13.09.2021 23:30,N/A,3502
13.09.2021 23:30 - 14.09.2021 00:00,N/A,3311
14.09.2021 00:00 - 14.09.2021 00:30,N/A,3154
14.09.2021 00:30 - 14.09.2021 01:00,N/A,2997
14.09.2021 01:00 - 14.09.2021 01:30,N/A,2869
14.09.2021 01:30 - 14.09.2021 02:00,N/A,2812
14.09.2021 02:00 - 14.09.2021 02:30,N/A,2736
14.09.2021 02:30 - 14.09.2021 03:00,N/A,2687
14.09.2021 03:00 - 14.09.2021 03:30,N/A,2647
14.09.2021 03:30 - 14.09.2021 04:00,N/A,2620
14.09.2021 04:00 - 14.09.2021 04:30,N/A,2594
14.09.2021 04:30 - 14.09.2021 05:00,N/A,2598
14.09.2021 05:00 - 14.09.2021 05:30,N/A,2595
14.09.2021 05:30 - 14.09.2021 06:00,N/A,2617
14.09.2021 06:00 - 14.09.2021 06:30,N/A,2651
14.09.2021 06:30 - 14.09.2021 07:00,N/A,2699
14.09.2021 07:00 - 14.09.2021 07:30,N/A,2814
14.09.2021 07:30 - 14.09.2021 08:00,N/A,2997
14.09.2021 08:00 - 14.09.2021 08:30,N/A,3242
14.09.2021 08:30 - 14.09.2021 09:00,N/A,3565
14.09.2021 09:00 - 14.09.2021 09:30,N/A,3760
14.09.2021 09:30 - 14.09.2021 10:00,N/A,3882
14.09.2021 10:00 - 14.09.2021 10:30,N/A,3951
14.09.2021 10:30 - 14.09.2021 11:00,N/A,3969
14.09.2021 11:00 - 14.09.2021 11:30,N/A,3958
14.09.2021 11:30 - 14.09.2021 12:00,N/A,3950
14.09.2021 12:00 - 14.09.2021 12:30,N/A,3961
14.09.2021 12:30 - 14.09.2021 13:00,N/A,3967
14.09.2021 13:00 - 14.09.2021 13:30,N/A,3979
14.09.2021 13:30 - 14.09.2021 14:00,N/A,4011
14.09.2021 14:00 - 14.09.2021 14:30,N/A,4012
14.09.2021 14:30 - 14.09.2021 15:00,N/A,3950
14.09.2021 15:00 - 14.09.2021 15:30,N/A,3936
14.09.2021 15:30 - 14.09.2021 16:00,N/A,3915
14.09.2021 16:00 - 14.09.2021 16:30,N/A,3912
14.09.2021 16:30 - 14.09.2021 17:00,N/A,3955
14.09.2021 17:00 - 14.09.2021 17:30,N/A,3975
14.09.2021 17:30 - 14.09.2021 18:00,N/A,4068
14.09.2021 18:00 - 14.09.2021 18:30,N/A,4139
14.09.2021 18:30 - 14.09.2021 19:00,N/A,4200
14.09.2021 19:00 - 14.09.2021 19:30,N/A,4171
14.09.2021 19:30 - 14.09.2021 20:00,N/A,4090
14.09.2021 20:00 - 14.09.2021 20:30,N/A,3995
14.09.2021 20:30 - 14.09.2021 21:00,N/A,3956
14.09.2021 21:00 - 14.09.2021 21:30,N/A,4044
14.09.2021 21:30 - 14.09.2021 22:00,N/A,4072
14.09.2021 22:00 - 14.09.2021 22:30,N/A,3960
14.09.2021 22:30 - 14.09.2021 23:00,N/A,3780
14.09.2021 23:00 - 14.09.2021 23:30,N/A,3571
14.09.2021 23:30 - 15.09.2021 00:00,N/A,3386
15.09.2021 00:00 - 15.09.2021 00:30,N/A,3199
15.09.2021 00:30 - 15.09.2021 01:00,N/A,3046
15.09.2021 01:00 - 15.09.2021 01:30,N/A,2908
15.09.2021 01:30 - 15.09.2021 02:00,N/A,2844
15.09.2021 02:00 - 15.09.2021 02:30,N/A,2764
15.09.2021 02:30 - 15.09.2021 03:00,N/A,2700
15.09.2021 03:00 - 15.09.2021 03:30,N/A,2667
15.09.2021 03:30 - 15.09.2021 04:00,N/A,2652
15.09.2021 04:00 - 15.09.2021 04:30,N/A,2624
15.09.2021 04:30 - 15.09.2021 05:00,N/A,2614
15.09.2021 05:00 - 15.09.2021 05:30,N/A,2595
15.09.2021 05:30 - 15.09.2021 06:00,N/A,2611
15.09.2021 06:00 - 15.09.2021 06:30,N/A,2640
15.09.2021 06:30 - 15.09.2021 07:00,N/A,2694
15.09.2021 07:00 - 15.09.2021 07:30,N/A,2819
15.09.2021 07:30 - 15.09.2021 08:00,N/A,3000
15.09.2021 08:00 - 15.09.2021 08:30,N/A,3238
15.09.2021 08:30 - 15.09.2021 09:00,N/A,3577
15.09.2021 09:00 - 15.09.2021 09:30,N/A,3781
15.09.2021 09:30 - 15.09.2021 10:00,N/A,3899
15.09.2021 10:00 - 15.09.2021 10:30,N/A,3964
15.09.2021 10:30 - 15.09.2021 11:00,N/A,3992
15.09.2021 11:00 - 15.09.2021 11:30,N/A,3979
15.09.2021 11:30 - 15.09.2021 12:00,N/A,3972
15.09.2021 12:00 - 15.09.2021 12:30,N/A,3985
15.09.2021 12:30 - 15.09.2021 13:00,N/A,3979
15.09.2021 13:00 - 15.09.2021 13:30,N/A,3987
15.09.2021 13:30 - 15.09.2021 14:00,N/A,4022
15.09.2021 14:00 - 15.09.2021 14:30,N/A,4011
15.09.2021 14:30 - 15.09.2021 15:00,N/A,3970
15.09.2021 15:00 - 15.09.2021 15:30,N/A,3952
15.09.2021 15:30 - 15.09.2021 16:00,N/A,3935
15.09.2021 16:00 - 15.09.2021 16:30,N/A,3928
15.09.2021 16:30 - 15.09.2021 17:00,N/A,3948
15.09.2021 17:00 - 15.09.2021 17:30,N/A,3974
15.09.2021 17:30 - 15.09.2021 18:00,N/A,4025
15.09.2021 18:00 - 15.09.2021 18:30,N/A,4131
15.09.2021 18:30 - 15.09.2021 19:00,N/A,4191
15.09.2021 19:00 - 15.09.2021 19:30,N/A,4176
15.09.2021 19:30 - 15.09.2021 20:00,N/A,4083
15.09.2021 20:00 - 15.09.2021 20:30,N/A,4008
15.09.2021 20:30 - 15.09.2021 21:00,N/A,3964
15.09.2021 21:00 - 15.09.2021 21:30,N/A,4019
15.09.2021 21:30 - 15.09.2021 22:00,N/A,4054
15.09.2021 22:00 - 15.09.2021 22:30,N/A,3961
15.09.2021 22:30 - 15.09.2021 23:00,N/A,3748
15.09.2021 23:00 - 15.09.2021 23:30,N/A,3551
15.09.2021 23:30 - 16.09.2021 00:00,N/A,3374
16.09.2021 00:00 - 16.09.2021 00:30,N/A,N/A
16.09.2021 00:30 - 16.09.2021 01:00,N/A,N/A
16.09.2021 01:00 - 16.09.2021 01:30,2805,N/A
16.09.2021 01:30 - 16.09.2021 02:00,2735,N/A
16.09.2021 02:00 - 16.09.2021 02:30,2687,2713
16.09.2021 02:30 - 16.09.2021 03:00,2652,2659
16.09.2021 03:00 - 16.09.2021 03:30,2626,2608
16.09.2021 03:30 - 16.09.2021 04:00,2627,2580
16.09.2021 04:00 - 16.09.2021 04:30,2642,2549
16.09.2021 04:30 - 16.09.2021 05:00,2674,2528
16.09.2021 05:00 - 16.09.2021 05:30,2753,2526
16.09.2021 05:30 - 16.09.2021 06:00,2845,2536
16.09.2021 06:00 - 16.09.2021 06:30,3037,2564
16.09.2021 06:30 - 16.09.2021 07:00,3278,2631
16.09.2021 07:00 - 16.09.2021 07:30,3572,2750
16.09.2021 07:30 - 16.09.2021 08:00,3836,2926
16.09.2021 08:00 - 16.09.2021 08:30,4016,3149
16.09.2021 08:30 - 16.09.2021 09:00,4092,3507
16.09.2021 09:00 - 16.09.2021 09:30,4126,3703
16.09.2021 09:30 - 16.09.2021 10:00,4160,3805
16.09.2021 10:00 - 16.09.2021 10:30,4153,3869
16.09.2021 10:30 - 16.09.2021 11:00,4152,3893
16.09.2021 11:00 - 16.09.2021 11:30,4158,3876
16.09.2021 11:30 - 16.09.2021 12:00,4163,3881
16.09.2021 12:00 - 16.09.2021 12:30,4170,3890
16.09.2021 12:30 - 16.09.2021 13:00,4171,3915
16.09.2021 13:00 - 16.09.2021 13:30,4160,3914
16.09.2021 13:30 - 16.09.2021 14:00,4106,3972
16.09.2021 14:00 - 16.09.2021 14:30,4107,3951
16.09.2021 14:30 - 16.09.2021 15:00,4116,3887
16.09.2021 15:00 - 16.09.2021 15:30,4133,3880
16.09.2021 15:30 - 16.09.2021 16:00,4167,3852
16.09.2021 16:00 - 16.09.2021 16:30,4214,N/A
16.09.2021 16:30 - 16.09.2021 17:00,4276,N/A
16.09.2021 17:00 - 16.09.2021 17:30,4319,3945
16.09.2021 17:30 - 16.09.2021 18:00,4347,4041
16.09.2021 18:00 - 16.09.2021 18:30,4319,4144
16.09.2021 18:30 - 16.09.2021 19:00,4271,4181
16.09.2021 19:00 - 16.09.2021 19:30,4218,4177
16.09.2021 19:30 - 16.09.2021 20:00,4215,4085
16.09.2021 20:00 - 16.09.2021 20:30,4314,4003
16.09.2021 20:30 - 16.09.2021 21:00,4276,3979
16.09.2021 21:00 - 16.09.2021 21:30,4108,4058
16.09.2021 21:30 - 16.09.2021 22:00,3905,4051
16.09.2021 22:00 - 16.09.2021 22:30,3677,3913
16.09.2021 22:30 - 16.09.2021 23:00,3443,3714
16.09.2021 23:00 - 16.09.2021 23:30,3239,3539
16.09.2021 23:30 - 17.09.2021 00:00,3083,3319
17.09.2021 00:00 - 17.09.2021 00:30,2972,3105
17.09.2021 00:30 - 17.09.2021 01:00,2881,2958
17.09.2021 01:00 - 17.09.2021 01:30,2808,2863
17.09.2021 01:30 - 17.09.2021 02:00,2738,2806
17.09.2021 02:00 - 17.09.2021 02:30,2698,2679
17.09.2021 02:30 - 17.09.2021 03:00,2654,2665
17.09.2021 03:00 - 17.09.2021 03:30,2632,2630
17.09.2021 03:30 - 17.09.2021 04:00,2631,2583
17.09.2021 04:00 - 17.09.2021 04:30,2646,2560
17.09.2021 04:30 - 17.09.2021 05:00,2679,2572
17.09.2021 05:00 - 17.09.2021 05:30,2758,2560
17.09.2021 05:30 - 17.09.2021 06:00,2852,2583
17.09.2021 06:00 - 17.09.2021 06:30,3049,2648
17.09.2021 06:30 - 17.09.2021 07:00,3267,2736
17.09.2021 07:00 - 17.09.2021 07:30,3552,2872
17.09.2021 07:30 - 17.09.2021 08:00,3834,3064
17.09.2021 08:00 - 17.09.2021 08:30,4024,3297
17.09.2021 08:30 - 17.09.2021 09:00,4104,3616
17.09.2021 09:00 - 17.09.2021 09:30,4138,3828
17.09.2021 09:30 - 17.09.2021 10:00,4169,3955
17.09.2021 10:00 - 17.09.2021 10:30,4144,3989
17.09.2021 10:30 - 17.09.2021 11:00,4136,4056
17.09.2021 11:00 - 17.09.2021 11:30,4146,4050
17.09.2021 11:30 - 17.09.2021 12:00,4138,4035
17.09.2021 12:00 - 17.09.2021 12:30,4125,4039
17.09.2021 12:30 - 17.09.2021 13:00,4120,4026
17.09.2021 13:00 - 17.09.2021 13:30,4100,4021
17.09.2021 13:30 - 17.09.2021 14:00,4038,4058
17.09.2021 14:00 - 17.09.2021 14:30,4033,4068
17.09.2021 14:30 - 17.09.2021 15:00,4020,3991
17.09.2021 15:00 - 17.09.2021 15:30,4021,3957
17.09.2021 15:30 - 17.09.2021 16:00,4035,3927
17.09.2021 16:00 - 17.09.2021 16:30,4047,3907
17.09.2021 16:30 - 17.09.2021 17:00,4083,3911
17.09.2021 17:00 - 17.09.2021 17:30,4099,3914
17.09.2021 17:30 - 17.09.2021 18:00,4123,3944
17.09.2021 18:00 - 17.09.2021 18:30,4096,4000
17.09.2021 18:30 - 17.09.2021 19:00,4067,4050
17.09.2021 19:00 - 17.09.2021 19:30,4037,4026
17.09.2021 19:30 - 17.09.2021 20:00,4037,3965
17.09.2021 20:00 - 17.09.2021 20:30,4127,3890
17.09.2021 20:30 - 17.09.2021 21:00,4064,3839
17.09.2021 21:00 - 17.09.2021 21:30,3926,3929
17.09.2021 21:30 - 17.09.2021 22:00,3749,3930
17.09.2021 22:00 - 17.09.2021 22:30,3584,3809
17.09.2021 22:30 - 17.09.2021 23:00,3412,3651
17.09.2021 23:00 - 17.09.2021 23:30,3263,3490
17.09.2021 23:30 - 18.09.2021 00:00,3130,3336
18.09.2021 00:00 - 18.09.2021 00:30,3012,N/A
18.09.2021 00:30 - 18.09.2021 01:00,2910,N/A
18.09.2021 01:00 - 18.09.2021 01:30,2818,2944
18.09.2021 01:30 - 18.09.2021 02:00,2742,2848
18.09.2021 02:00 - 18.09.2021 02:30,2676,2766
18.09.2021 02:30 - 18.09.2021 03:00,2626,2700
18.09.2021 03:00 - 18.09.2021 03:30,2590,2644
18.09.2021 03:30 - 18.09.2021 04:00,2577,2606
18.09.2021 04:00 - 18.09.2021 04:30,2576,2572
18.09.2021 04:30 - 18.09.2021 05:00,2583,2556
18.09.2021 05:00 - 18.09.2021 05:30,2611,2547
18.09.2021 05:30 - 18.09.2021 06:00,2640,2558
18.09.2021 06:00 - 18.09.2021 06:30,2721,2563
18.09.2021 06:30 - 18.09.2021 07:00,2823,2588
18.09.2021 07:00 - 18.09.2021 07:30,2938,2639
18.09.2021 07:30 - 18.09.2021 08:00,3110,2736
18.09.2021 08:00 - 18.09.2021 08:30,3315,2809
18.09.2021 08:30 - 18.09.2021 09:00,3515,2939
18.09.2021 09:00 - 18.09.2021 09:30,3671,3126
18.09.2021 09:30 - 18.09.2021 10:00,3768,3330
18.09.2021 10:00 - 18.09.2021 10:30,3820,3471
18.09.2021 10:30 - 18.09.2021 11:00,3863,3566
18.09.2021 11:00 - 18.09.2021 11:30,3868,3615
18.09.2021 11:30 - 18.09.2021 12:00,3875,3638
18.09.2021 12:00 - 18.09.2021 12:30,3867,3629
18.09.2021 12:30 - 18.09.2021 13:00,3867,3623
18.09.2021 13:00 - 18.09.2021 13:30,3837,3615
18.09.2021 13:30 - 18.09.2021 14:00,3786,3630
18.09.2021 14:00 - 18.09.2021 14:30,3729,3623
18.09.2021 14:30 - 18.09.2021 15:00,3696,3578
18.09.2021 15:00 - 18.09.2021 15:30,3670,3516
18.09.2021 15:30 - 18.09.2021 16:00,3675,3480
18.09.2021 16:00 - 18.09.2021 16:30,3695,3463
18.09.2021 16:30 - 18.09.2021 17:00,3745,3440
18.09.2021 17:00 - 18.09.2021 17:30,3810,3475
18.09.2021 17:30 - 18.09.2021 18:00,3869,3499
18.09.2021 18:00 - 18.09.2021 18:30,3888,3570
18.09.2021 18:30 - 18.09.2021 19:00,3878,3648
18.09.2021 19:00 - 18.09.2021 19:30,3856,3680
18.09.2021 19:30 - 18.09.2021 20:00,3856,3676
18.09.2021 20:00 - 18.09.2021 20:30,3884,3616
18.09.2021 20:30 - 18.09.2021 21:00,3801,3580
18.09.2021 21:00 - 18.09.2021 21:30,3673,3632
18.09.2021 21:30 - 18.09.2021 22:00,3535,3554
18.09.2021 22:00 - 18.09.2021 22:30,3380,3433
18.09.2021 22:30 - 18.09.2021 23:00,3234,3323
18.09.2021 23:00 - 18.09.2021 23:30,3106,3220
18.09.2021 23:30 - 19.09.2021 00:00,2990,3099
19.09.2021 00:00 - 19.09.2021 00:30,2897,2982
19.09.2021 00:30 - 19.09.2021 01:00,2816,2875
19.09.2021 01:00 - 19.09.2021 01:30,2733,2777
19.09.2021 01:30 - 19.09.2021 02:00,2663,2699
19.09.2021 02:00 - 19.09.2021 02:30,2610,2629
19.09.2021 02:30 - 19.09.2021 03:00,2559,2561
19.09.2021 03:00 - 19.09.2021 03:30,2524,2507
19.09.2021 03:30 - 19.09.2021 04:00,2492,2469
19.09.2021 04:00 - 19.09.2021 04:30,2486,2430
19.09.2021 04:30 - 19.09.2021 05:00,2499,2410
19.09.2021 05:00 - 19.09.2021 05:30,2513,2399
19.09.2021 05:30 - 19.09.2021 06:00,2526,2405
19.09.2021 06:00 - 19.09.2021 06:30,2571,N/A
19.09.2021 06:30 - 19.09.2021 07:00,2629,N/A
19.09.2021 07:00 - 19.09.2021 07:30,2697,2476
19.09.2021 07:30 - 19.09.2021 08:00,2802,2533
19.09.2021 08:00 - 19.09.2021 08:30,2956,2557
19.09.2021 08:30 - 19.09.2021 09:00,3136,2635
