Time,Load Forecast,Actual Load
2018-01-01,3003.5833333333335,3029.6875
2018-01-02,3640.8541666666665,3744.6041666666665
2018-01-03,3808.1041666666665,3666.625
2018-01-04,2887.5625,3101.1875
2018-01-05,3378.2708333333335,3342.9583333333335
2018-01-06,3131.4583333333335,3157.7708333333335
2018-01-07,2616.3958333333335,2721.5833333333335
2018-01-08,3100.5,3088.0208333333335
2018-01-09,2911.6041666666665,2966.2708333333335
2018-01-10,3352.25,3259.2916666666665
2018-01-11,3605.5416666666665,3599.2083333333335
2018-01-12,3573.9166666666665,3400.9791666666665
2018-01-13,3273.3958333333335,3398.7291666666665
2018-01-14,3102.6041666666665,3257.0833333333335
2018-01-15,3529.1458333333335,3597.8958333333335
2018-01-16,3631.8333333333335,3813.9375
2018-01-17,3722.8541666666665,3831.7708333333335
2018-01-18,3686.6458333333335,3727.8958333333335
2018-01-19,3633.7083333333335,3709.9791666666665
2018-01-20,3353.7916666666665,3466.2708333333335
2018-01-21,3170.5416666666665,3308.4583333333335
2018-01-22,3611.2291666666665,3586.4375
2018-01-23,3658.6041666666665,3577.9166666666665
2018-01-24,3643.9791666666665,3649.5416666666665
2018-01-25,3685.6666666666665,3705.5
2018-01-26,3591.0625,3649.375
2018-01-27,3285.6666666666665,3339.1875
2018-01-28,3090.6666666666665,3191.8958333333335
2018-01-29,3514.8333333333335,3541.1875
2018-01-30,3610.4375,3683.5625
2018-01-31,3626.0625,3725.7083333333335
2018-02-01,3108.7708333333335,3433.5625
2018-02-02,3567.1041666666665,3702.9166666666665
2018-02-03,3781.625,3404.7916666666665
2018-02-04,2923.8125,3214.9375
2018-02-05,3377.0208333333335,3317.0625
2018-02-06,2848.8125,2899.1458333333335
2018-02-07,2994.9791666666665,3064.0208333333335
2018-02-08,3114.9583333333335,3136.5625
2018-02-09,2797.75,2794.8958333333335
2018-02-10,3408.375,3319.3333333333335
2018-02-11,3622.1666666666665,3645.1875
2018-02-12,3416.0416666666665,3239.7916666666665
2018-02-13,3708.9166666666665,3763.0625
2018-02-14,3671.625,3748.5208333333335
2018-02-15,3657.9166666666665,3745.0833333333335
2018-02-16,3597.5625,3707.6875
2018-02-17,3228.7916666666665,3384.0208333333335
2018-02-18,3044.8958333333335,3222.1041666666665
2018-02-19,3506.0,3530.4791666666665
2018-02-20,3637.375,3618.75
2018-02-21,3612.3958333333335,3678.3958333333335
2018-02-22,3577.0416666666665,3663.5
2018-02-23,3569.2916666666665,3685.6041666666665
2018-02-24,3263.5208333333335,3444.7291666666665
2018-02-25,3083.4375,3298.9791666666665
2018-02-26,3552.6458333333335,3791.8333333333335
2018-02-27,3664.2708333333335,3883.8958333333335
2018-02-28,3659.375,3888.7916666666665
2018-03-01,3712.3541666666665,3615.1666666666665
2018-03-02,3291.1458333333335,3420.8125
2018-03-03,3457.5833333333335,3424.3333333333335
2018-03-04,3356.0416666666665,3445.7708333333335
2018-03-05,3359.1666666666665,3360.0208333333335
2018-03-06,2701.9166666666665,2718.375
2018-03-07,3065.4166666666665,3135.875
2018-03-08,3079.2916666666665,3123.0416666666665
2018-03-09,3141.625,3047.9375
2018-03-10,3410.1666666666665,3347.875
2018-03-11,3325.4583333333335,3332.75
2018-03-12,3831.1875,3535.5833333333335
2018-03-13,3667.9791666666665,3675.4791666666665
2018-03-14,3664.0416666666665,3800.1458333333335
2018-03-15,3659.6041666666665,3672.9375
2018-03-16,3538.3958333333335,3606.9583333333335
2018-03-17,3301.875,3332.9375
2018-03-18,3146.1666666666665,3395.5208333333335
2018-03-19,3143.7291666666665,3415.3125
2018-03-20,3551.7083333333335,3671.2291666666665
2018-03-21,3664.3125,3708.125
2018-03-22,3585.6875,3681.8541666666665
2018-03-23,3593.25,3570.9791666666665
2018-03-24,3294.5,3241.1875
2018-03-25,3330.0,3115.217391304348
2018-03-26,3571.0,3500.7083333333335
2018-03-27,3639.4791666666665,3544.3541666666665
2018-03-28,3654.2708333333335,3526.4375
2018-03-29,3611.7291666666665,3585.5833333333335
2018-03-30,3341.5,3474.75
2018-03-31,3217.7083333333335,3243.25
2018-04-01,3477.875,3622.5416666666665
2018-04-02,3088.6458333333335,3275.0
2018-04-03,3274.1666666666665,3407.7291666666665
2018-04-04,3372.3541666666665,3565.3958333333335
2018-04-05,3272.2291666666665,3267.4375
2018-04-06,2760.4583333333335,2764.2291666666665
2018-04-07,3081.8125,3146.7391304347825
2018-04-08,2796.875,2847.0
2018-04-09,3197.875,3156.9375
2018-04-10,3413.1666666666665,3353.8958333333335
2018-04-11,3164.0208333333335,3107.3958333333335
2018-04-12,3897.3333333333335,3800.6041666666665
2018-04-13,3364.8958333333335,3435.1458333333335
2018-04-14,3105.5833333333335,3181.7916666666665
2018-04-15,2954.1666666666665,3115.8125
2018-04-16,3291.8125,3461.6041666666665
2018-04-17,3395.9791666666665,3478.5208333333335
2018-04-18,3410.2916666666665,3400.1875
2018-04-19,3373.6458333333335,3324.7291666666665
2018-04-20,3335.4375,3229.0416666666665
2018-04-21,3047.0416666666665,2958.4375
2018-04-22,2947.0208333333335,2826.5833333333335
2018-04-23,3315.5416666666665,3202.6739130434785
2018-04-24,3331.5,3359.75
2018-04-25,3336.0625,3343.0416666666665
2018-04-26,3335.4583333333335,3365.0625
2018-04-27,3284.4583333333335,3344.1875
2018-04-28,3005.3125,3102.1521739130435
2018-04-29,2893.7083333333335,2952.1875
2018-04-30,3216.4791666666665,3248.6041666666665
2018-05-01,3358.0416666666665,3635.625
2018-05-02,3558.4166666666665,3700.6041666666665
2018-05-03,3748.1458333333335,3803.1666666666665
2018-05-04,3381.3333333333335,3613.3125
2018-05-05,3012.2291666666665,2978.6666666666665
2018-05-06,3129.4375,3092.2291666666665
2018-05-07,3075.8541666666665,3153.7083333333335
2018-05-08,2611.0208333333335,2671.1458333333335
2018-05-09,3205.2916666666665,3192.5416666666665
2018-05-10,3404.3333333333335,3306.5
2018-05-11,3448.4375,3501.9166666666665
2018-05-12,3929.2291666666665,3724.0208333333335
2018-05-13,2822.5833333333335,2825.6041666666665
2018-05-14,3181.1458333333335,3161.6875
2018-05-15,3207.4583333333335,3196.8541666666665
2018-05-16,3221.2916666666665,3122.7916666666665
2018-05-17,3227.7916666666665,3133.8333333333335
2018-05-18,3192.6458333333335,3107.4791666666665
2018-05-19,2901.625,2883.6666666666665
2018-05-20,2789.1666666666665,2801.5
2018-05-21,3156.5833333333335,3133.2083333333335
2018-05-22,3234.5833333333335,3168.2916666666665
2018-05-23,3232.875,3166.2291666666665
2018-05-24,3232.2291666666665,3193.0625
2018-05-25,3197.6666666666665,3126.1666666666665
2018-05-26,2921.6458333333335,2892.5
2018-05-27,2786.625,2772.9583333333335
2018-05-28,3154.7708333333335,3127.9791666666665
2018-05-29,3184.3125,3183.7708333333335
2018-05-30,3186.7916666666665,3177.3125
2018-05-31,3212.375,3197.9166666666665
2018-06-01,3123.3333333333335,3384.9375
2018-06-02,3635.2916666666665,3766.625
2018-06-03,3809.8541666666665,3790.7916666666665
2018-06-04,3368.25,3564.9583333333335
2018-06-05,2850.3958333333335,2784.1875
2018-06-06,3162.0833333333335,3125.5625
2018-06-07,3038.25,3123.9375
2018-06-08,2713.125,2735.9166666666665
2018-06-09,3250.7083333333335,3203.2291666666665
2018-06-10,3150.0208333333335,3045.625
2018-06-11,3647.3125,3565.8260869565215
2018-06-12,3968.2708333333335,3678.5208333333335
2018-06-13,3165.7708333333335,3128.0833333333335
2018-06-14,3170.5,3149.5208333333335
2018-06-15,3155.3541666666665,3082.5625
2018-06-16,2856.9791666666665,2848.75
2018-06-17,2726.7708333333335,2737.2291666666665
2018-06-18,3115.3958333333335,3095.5625
2018-06-19,3168.1458333333335,3160.5625
2018-06-20,3201.7916666666665,3115.2083333333335
2018-06-21,3158.9791666666665,3113.5833333333335
2018-06-22,3098.6875,3099.8125
2018-06-23,2830.4166666666665,2859.6041666666665
2018-06-24,2721.1041666666665,2746.0
2018-06-25,3115.0625,3122.1666666666665
2018-06-26,3178.3541666666665,3202.5625
2018-06-27,3187.4166666666665,3219.875
2018-06-28,3178.7916666666665,3233.6041666666665
2018-06-29,3138.625,3179.7291666666665
2018-06-30,2861.0,2887.2916666666665
2018-07-01,2983.125,3305.4375
2018-07-02,3671.4583333333335,3820.1666666666665
2018-07-03,3789.0625,3720.8125
2018-07-04,3135.2708333333335,3233.0416666666665
2018-07-05,2862.6041666666665,2820.9791666666665
2018-07-06,3163.4791666666665,3143.5208333333335
2018-07-07,2747.3125,2874.375
2018-07-08,3079.9791666666665,2982.4583333333335
2018-07-09,3207.2291666666665,3174.2291666666665
2018-07-10,3017.4583333333335,2989.0
2018-07-11,3709.3333333333335,3548.0416666666665
2018-07-12,3912.3333333333335,3702.3958333333335
2018-07-13,2458.0,3128.8333333333335
2018-07-14,2800.1521739130435,2832.6458333333335
2018-07-15,2637.4791666666665,2730.0416666666665
2018-07-16,3024.9583333333335,3052.875
2018-07-17,3052.4583333333335,3104.875
2018-07-18,3065.2708333333335,3132.3541666666665
2018-07-19,3067.0208333333335,3109.4166666666665
2018-07-20,3047.6458333333335,3120.7083333333335
2018-07-21,2785.9791666666665,2872.3541666666665
2018-07-22,2636.1666666666665,2788.3125
2018-07-23,3045.6041666666665,3119.3541666666665
2018-07-24,3092.2708333333335,3096.4166666666665
2018-07-25,3077.8333333333335,3091.1041666666665
2018-07-26,3073.7291666666665,3162.5
2018-07-27,3021.6041666666665,3117.6458333333335
2018-07-28,2743.0208333333335,2815.0625
2018-07-29,2618.8958333333335,2696.1458333333335
2018-07-30,2983.875,2963.6875
2018-07-31,3016.8958333333335,3058.4791666666665
2018-08-01,3467.3125,3747.5625
2018-08-02,3665.3333333333335,3706.8958333333335
2018-08-03,3731.375,3729.4375
2018-08-04,2982.3958333333335,3048.2083333333335
2018-08-05,3232.1666666666665,3097.8541666666665
2018-08-06,3126.8333333333335,3126.5
2018-08-07,2599.3958333333335,2744.625
2018-08-08,3109.1666666666665,3019.2916666666665
2018-08-09,2957.5,2954.3958333333335
2018-08-10,3414.6666666666665,3324.25
2018-08-11,3724.8958333333335,3579.7916666666665
2018-08-12,3614.3125,3449.3958333333335
2018-08-13,3093.8333333333335,3071.2291666666665
2018-08-14,3156.6041666666665,3138.9791666666665
2018-08-15,3192.4166666666665,3137.3333333333335
2018-08-16,3191.4166666666665,3076.2083333333335
2018-08-17,3148.8333333333335,3099.625
2018-08-18,2884.1458333333335,2912.1875
2018-08-19,2761.875,2788.0416666666665
2018-08-20,3161.7291666666665,3149.2083333333335
2018-08-21,3224.2083333333335,3196.875
2018-08-22,3242.2708333333335,3191.5208333333335
2018-08-23,3250.2083333333335,3148.7083333333335
2018-08-24,3207.7916666666665,3089.6666666666665
2018-08-25,2947.5833333333335,2881.1666666666665
2018-08-26,2811.4166666666665,2769.9583333333335
2018-08-27,3203.2291666666665,3095.0208333333335
2018-08-28,3247.9791666666665,3182.7708333333335
2018-08-29,3262.4166666666665,3174.875
2018-08-30,3254.3333333333335,3209.9791666666665
2018-08-31,3218.0625,3171.875
2018-09-01,3547.0833333333335,3796.9166666666665
2018-09-02,3641.4791666666665,3702.6875
2018-09-03,3684.6041666666665,3753.0208333333335
2018-09-04,3296.7916666666665,3393.2291666666665
2018-09-05,3296.0833333333335,3222.8333333333335
2018-09-06,2850.1458333333335,2859.7708333333335
2018-09-07,3007.2083333333335,3085.4583333333335
2018-09-08,3121.1875,3052.5625
2018-09-09,2829.8125,2814.9583333333335
2018-09-10,3476.7916666666665,3391.0833333333335
2018-09-11,3629.9791666666665,3665.5416666666665
2018-09-12,3423.0416666666665,3276.5625
2018-09-13,3246.4583333333335,3186.5833333333335
2018-09-14,3214.7916666666665,3175.0208333333335
2018-09-15,2941.8958333333335,2989.1458333333335
2018-09-16,2833.6875,2860.1458333333335
2018-09-17,3214.4375,3155.875
2018-09-18,3248.8958333333335,3203.8541666666665
2018-09-19,3269.4375,3199.0
2018-09-20,3275.2916666666665,3293.4583333333335
2018-09-21,3238.0625,3256.0
2018-09-22,2987.8125,3028.2083333333335
2018-09-23,2862.8541666666665,2898.0625
2018-09-24,3204.9791666666665,3229.75
2018-09-25,3279.375,3374.6458333333335
2018-09-26,3298.8125,3406.2083333333335
2018-09-27,3278.8333333333335,3327.7083333333335
2018-09-28,3247.6666666666665,3274.2291666666665
2018-09-29,2989.75,3043.5833333333335
2018-09-30,2858.3958333333335,2898.5
2018-10-01,3601.8958333333335,3773.5416666666665
2018-10-02,3324.4583333333335,3416.6041666666665
2018-10-03,3393.75,3414.7916666666665
2018-10-04,3407.3125,3517.9375
2018-10-05,3286.8958333333335,3181.5416666666665
2018-10-06,2723.3125,2713.5208333333335
2018-10-07,3045.2916666666665,3120.4791666666665
2018-10-08,3095.9166666666665,3046.9583333333335
2018-10-09,3184.0833333333335,3166.9583333333335
2018-10-10,3470.3125,3391.6458333333335
2018-10-11,3380.8333333333335,3312.5625
2018-10-12,3457.5,3693.4791666666665
2018-10-13,3185.6666666666665,3105.9583333333335
2018-10-14,3056.8333333333335,2922.1458333333335
2018-10-15,3475.4791666666665,3260.8333333333335
2018-10-16,3464.7083333333335,3366.0208333333335
2018-10-17,3538.5,3356.7291666666665
2018-10-18,3550.5,3428.5416666666665
2018-10-19,3523.2708333333335,3360.1458333333335
2018-10-20,3251.5625,3096.4375
2018-10-21,3117.8333333333335,2977.0625
2018-10-22,3487.6041666666665,3350.5625
2018-10-23,3577.8125,3435.9375
2018-10-24,3605.6666666666665,3488.625
2018-10-25,3607.3958333333335,3466.3958333333335
2018-10-26,3541.0625,3401.7708333333335
2018-10-27,3242.1458333333335,3208.1458333333335
2018-10-28,2892.5,3106.913043478261
2018-10-29,3131.5,3142.1458333333335
2018-10-30,3562.75,3518.3541666666665
2018-10-31,3539.2083333333335,3553.1041666666665
2018-11-01,3610.9791666666665,3779.0625
2018-11-02,3188.3333333333335,3298.5
2018-11-03,3194.75,3213.625
2018-11-04,3408.9583333333335,3534.8958333333335
2018-11-05,3245.625,3228.7916666666665
2018-11-06,3068.1041666666665,3038.4166666666665
2018-11-07,3062.0625,3162.5833333333335
2018-11-08,2854.6666666666665,2882.8125
2018-11-09,3242.8333333333335,3229.9791666666665
2018-11-10,3480.3958333333335,3342.0833333333335
2018-11-11,3258.6458333333335,3166.5416666666665
2018-11-12,3938.5434782608695,3776.8958333333335
2018-11-13,3791.7291666666665,3635.8125
2018-11-14,3764.625,3666.9375
2018-11-15,3770.5833333333335,3612.625
2018-11-16,3756.7291666666665,3545.4375
2018-11-17,3471.0,3330.4166666666665
2018-11-18,3324.0416666666665,3160.375
2018-11-19,3689.4375,3562.875
2018-11-20,3773.3958333333335,3658.2916666666665
2018-11-21,3791.5208333333335,3746.6875
2018-11-22,3831.9375,3728.9583333333335
2018-11-23,3837.5625,3690.4375
2018-11-24,3569.4166666666665,3380.5
2018-11-25,3423.5625,3242.5833333333335
2018-11-26,3878.7708333333335,3636.5208333333335
2018-11-27,3930.8333333333335,3758.75
2018-11-28,3956.7083333333335,3799.086956521739
2018-11-29,3942.9791666666665,3687.3125
2018-11-30,3872.0208333333335,3688.9791666666665
2018-12-01,3605.5,3742.2083333333335
2018-12-02,3615.875,3711.7291666666665
2018-12-03,3616.0416666666665,3587.9375
2018-12-04,3422.5416666666665,3511.2916666666665
2018-12-05,2961.5208333333335,2960.8333333333335
2018-12-06,3155.3958333333335,3092.9583333333335
2018-12-07,3064.0416666666665,3144.6875
2018-12-08,2674.9166666666665,2792.7916666666665
2018-12-09,3238.9583333333335,3212.2916666666665
2018-12-10,3444.1666666666665,3372.625
2018-12-11,3713.2083333333335,3524.8333333333335
2018-12-12,3936.75,3738.7083333333335
2018-12-13,3921.5,3808.125
2018-12-14,3879.75,3771.2083333333335
2018-12-15,3620.25,3538.1666666666665
2018-12-16,3457.4791666666665,3369.9166666666665
2018-12-17,3888.3958333333335,3777.1458333333335
2018-12-18,3964.3958333333335,3770.8695652173915
2018-12-19,3964.0833333333335,3754.6458333333335
2018-12-20,3923.4166666666665,3722.125
2018-12-21,3885.5208333333335,3599.9583333333335
2018-12-22,3581.625,3329.5208333333335
2018-12-23,3418.6875,3214.8541666666665
2018-12-24,3459.3541666666665,3220.0
2018-12-25,3461.7083333333335,2949.1875
2018-12-26,3138.0625,2835.5416666666665
2018-12-27,3516.5,3075.1666666666665
2018-12-28,3420.8333333333335,3166.8958333333335
2018-12-29,3290.1458333333335,3093.8333333333335
2018-12-30,3235.1458333333335,3005.75
2018-12-31,3432.2916666666665,3148.3125
2019-01-01,4038.3541666666665,3017.8541666666665
2019-01-02,3749.4791666666665,3852.6666666666665
2019-01-03,3682.4166666666665,3524.2916666666665
2019-01-04,3345.695652173913,3421.6041666666665
2019-01-05,3317.2916666666665,3330.7916666666665
2019-01-06,3057.1875,2934.75
2019-01-07,3276.3333333333335,3060.8333333333335
2019-01-08,3295.6875,3106.8958333333335
2019-01-09,2998.0,2798.9375
2019-01-10,3565.0,3333.1458333333335
2019-01-11,3641.2708333333335,3529.9375
2019-01-12,3477.4583333333335,3395.4583333333335
2019-01-13,3484.3333333333335,3238.7083333333335
2019-01-14,3891.5208333333335,3562.8125
2019-01-15,3972.5416666666665,3605.75
2019-01-16,4043.5208333333335,3619.0416666666665
2019-01-17,4034.9166666666665,3757.6875
2019-01-18,3968.9583333333335,3697.5416666666665
2019-01-19,3709.75,3408.9166666666665
2019-01-20,3538.9583333333335,3253.5208333333335
2019-01-21,3933.1666666666665,3771.5833333333335
2019-01-22,3987.4583333333335,3826.3958333333335
2019-01-23,3976.3333333333335,3860.5
2019-01-24,4002.5208333333335,3774.2708333333335
2019-01-25,3925.5625,3621.9166666666665
2019-01-26,3638.0833333333335,3377.6666666666665
2019-01-27,3456.9166666666665,3352.0208333333335
2019-01-28,3847.1875,3714.0833333333335
2019-01-29,3929.3541666666665,3785.6875
2019-01-30,3948.4583333333335,3872.1666666666665
2019-01-31,3992.2291666666665,3921.1875
2019-02-01,4130.666666666667,3441.6458333333335
2019-02-02,3489.9375,3567.3125
2019-02-03,3396.5833333333335,3371.8125
2019-02-04,3463.875,3524.2708333333335
2019-02-05,3304.6875,3321.8333333333335
2019-02-06,2885.625,2732.3125
2019-02-07,3383.7916666666665,3159.0
2019-02-08,3256.7083333333335,3087.5208333333335
2019-02-09,3386.6666666666665,3131.1458333333335
