"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Solar  [MW] Intraday / BZN|IE(SEM)","Generation - Solar  [MW] Current / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Offshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Current / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Onshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Current / BZN|IE(SEM)"
"16.03.2023 21:00 - 16.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","1756","n/e","n/e"
"16.03.2023 22:00 - 16.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1786","n/e","n/e"
"16.03.2023 23:00 - 17.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1815","n/e","n/e"
"17.03.2023 00:00 - 17.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1837","n/e","n/e"
"17.03.2023 01:00 - 17.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 02:00 - 17.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 03:00 - 17.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 04:00 - 17.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 05:00 - 17.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 06:00 - 17.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 07:00 - 17.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 08:00 - 17.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 09:00 - 17.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 10:00 - 17.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 11:00 - 17.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 12:00 - 17.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 13:00 - 17.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 14:00 - 17.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 15:00 - 17.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 16:00 - 17.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 17:00 - 17.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 18:00 - 17.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 19:00 - 17.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 20:00 - 17.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 21:00 - 17.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 22:00 - 17.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"17.03.2023 23:00 - 18.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 00:00 - 18.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 01:00 - 18.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 02:00 - 18.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 03:00 - 18.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 04:00 - 18.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 05:00 - 18.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 06:00 - 18.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 07:00 - 18.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 08:00 - 18.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 09:00 - 18.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 10:00 - 18.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 11:00 - 18.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 12:00 - 18.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 13:00 - 18.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 14:00 - 18.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 15:00 - 18.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 16:00 - 18.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 17:00 - 18.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 18:00 - 18.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 19:00 - 18.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 20:00 - 18.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 21:00 - 18.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 22:00 - 18.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"18.03.2023 23:00 - 19.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"19.03.2023 00:00 - 19.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"19.03.2023 01:00 - 19.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","1426","n/e","n/e"
"19.03.2023 02:00 - 19.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","1181","n/e","n/e"
"19.03.2023 03:00 - 19.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","972","n/e","n/e"
"19.03.2023 04:00 - 19.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","845","n/e","n/e"
"19.03.2023 05:00 - 19.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","709","n/e","n/e"
"19.03.2023 06:00 - 19.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","601","n/e","n/e"
"19.03.2023 07:00 - 19.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","515","n/e","n/e"
"19.03.2023 08:00 - 19.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","395","n/e","n/e"
"19.03.2023 09:00 - 19.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","275","n/e","n/e"
"19.03.2023 10:00 - 19.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","171","n/e","n/e"
"19.03.2023 11:00 - 19.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","104","n/e","n/e"
"19.03.2023 12:00 - 19.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","69","n/e","n/e"
"19.03.2023 13:00 - 19.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","59","n/e","n/e"
"19.03.2023 14:00 - 19.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","76","n/e","n/e"
"19.03.2023 15:00 - 19.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","102","n/e","n/e"
"19.03.2023 16:00 - 19.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","123","n/e","n/e"
"19.03.2023 17:00 - 19.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","145","n/e","n/e"
"19.03.2023 18:00 - 19.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","174","n/e","n/e"
"19.03.2023 19:00 - 19.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","210","n/e","n/e"
"19.03.2023 20:00 - 19.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","271","n/e","n/e"
"19.03.2023 21:00 - 19.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","375","n/e","n/e"
"19.03.2023 22:00 - 19.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","525","n/e","n/e"
"19.03.2023 23:00 - 20.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","724","n/e","n/e"
"20.03.2023 00:00 - 20.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","962","n/e","n/e"
"20.03.2023 01:00 - 20.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 02:00 - 20.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 03:00 - 20.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 04:00 - 20.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 05:00 - 20.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 06:00 - 20.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 07:00 - 20.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 08:00 - 20.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 09:00 - 20.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 10:00 - 20.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 11:00 - 20.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 12:00 - 20.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 13:00 - 20.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 14:00 - 20.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 15:00 - 20.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 16:00 - 20.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 17:00 - 20.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 18:00 - 20.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 19:00 - 20.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 20:00 - 20.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 21:00 - 20.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 22:00 - 20.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"20.03.2023 23:00 - 21.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"21.03.2023 00:00 - 21.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"21.03.2023 01:00 - 21.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","1921","n/e","n/e"
"21.03.2023 02:00 - 21.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","1674","n/e","n/e"
"21.03.2023 03:00 - 21.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","1454","n/e","n/e"
"21.03.2023 04:00 - 21.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","1380","n/e","n/e"
"21.03.2023 05:00 - 21.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","1376","n/e","n/e"
"21.03.2023 06:00 - 21.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","1488","n/e","n/e"
"21.03.2023 07:00 - 21.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","1655","n/e","n/e"
"21.03.2023 08:00 - 21.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","1752","n/e","n/e"
"21.03.2023 09:00 - 21.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","1805","n/e","n/e"
"21.03.2023 10:00 - 21.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","1835","n/e","n/e"
"21.03.2023 11:00 - 21.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","1898","n/e","n/e"
"21.03.2023 12:00 - 21.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","2028","n/e","n/e"
"21.03.2023 13:00 - 21.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","2232","n/e","n/e"
"21.03.2023 14:00 - 21.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","2472","n/e","n/e"
"21.03.2023 15:00 - 21.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","2704","n/e","n/e"
"21.03.2023 16:00 - 21.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","2922","n/e","n/e"
"21.03.2023 17:00 - 21.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","3192","n/e","n/e"
"21.03.2023 18:00 - 21.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","3523","n/e","n/e"
"21.03.2023 19:00 - 21.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","3850","n/e","n/e"
"21.03.2023 20:00 - 21.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","4076","n/e","n/e"
"21.03.2023 21:00 - 21.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","4202","n/e","n/e"
"21.03.2023 22:00 - 21.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","4219","n/e","n/e"
"21.03.2023 23:00 - 22.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","4130","n/e","n/e"
"22.03.2023 00:00 - 22.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","4044","n/e","n/e"
"22.03.2023 01:00 - 22.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 02:00 - 22.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 03:00 - 22.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 04:00 - 22.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 05:00 - 22.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 06:00 - 22.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 07:00 - 22.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 08:00 - 22.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 09:00 - 22.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 10:00 - 22.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 11:00 - 22.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 12:00 - 22.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 13:00 - 22.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 14:00 - 22.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 15:00 - 22.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 16:00 - 22.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 17:00 - 22.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 18:00 - 22.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 19:00 - 22.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 20:00 - 22.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 21:00 - 22.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 22:00 - 22.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"22.03.2023 23:00 - 23.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 00:00 - 23.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 01:00 - 23.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 02:00 - 23.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 03:00 - 23.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 04:00 - 23.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 05:00 - 23.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 06:00 - 23.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 07:00 - 23.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 08:00 - 23.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 09:00 - 23.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 10:00 - 23.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 11:00 - 23.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 12:00 - 23.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 13:00 - 23.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 14:00 - 23.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 15:00 - 23.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 16:00 - 23.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 17:00 - 23.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 18:00 - 23.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 19:00 - 23.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 20:00 - 23.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 21:00 - 23.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 22:00 - 23.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"23.03.2023 23:00 - 24.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"24.03.2023 00:00 - 24.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e"
"24.03.2023 01:00 - 24.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","2081","n/e","n/e"
"24.03.2023 02:00 - 24.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","2152","n/e","n/e"
"24.03.2023 03:00 - 24.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","2317","n/e","n/e"
"24.03.2023 04:00 - 24.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","2554","n/e","n/e"
"24.03.2023 05:00 - 24.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","2765","n/e","n/e"
"24.03.2023 06:00 - 24.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","3025","n/e","n/e"
"24.03.2023 07:00 - 24.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","3296","n/e","n/e"
"24.03.2023 08:00 - 24.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","3541","n/e","n/e"
"24.03.2023 09:00 - 24.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","3765","n/e","n/e"
"24.03.2023 10:00 - 24.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","3987","n/e","n/e"
"24.03.2023 11:00 - 24.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","4164","n/e","n/e"
"24.03.2023 12:00 - 24.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","4291","n/e","n/e"
"24.03.2023 13:00 - 24.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","4391","n/e","n/e"
"24.03.2023 14:00 - 24.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","4461","n/e","n/e"
"24.03.2023 15:00 - 24.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","4474","n/e","n/e"
"24.03.2023 16:00 - 24.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","4424","n/e","n/e"
"24.03.2023 17:00 - 24.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","4333","n/e","n/e"
"24.03.2023 18:00 - 24.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","4229","n/e","n/e"
"24.03.2023 19:00 - 24.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","4200","n/e","n/e"
"24.03.2023 20:00 - 24.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","4161","n/e","n/e"
"24.03.2023 21:00 - 24.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","4128","n/e","n/e"
"24.03.2023 22:00 - 24.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","4063","n/e","n/e"
"24.03.2023 23:00 - 25.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","4009","n/e","n/e"
"25.03.2023 00:00 - 25.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","3951","n/e","n/e"
"25.03.2023 01:00 - 25.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","3943","n/e","n/e"
"25.03.2023 02:00 - 25.03.2023 03:00","n/e","n/e","n/e","n/e","n/e","n/e","3831","n/e","n/e"
"25.03.2023 03:00 - 25.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","3629","n/e","n/e"
"25.03.2023 04:00 - 25.03.2023 05:00","n/e","n/e","n/e","n/e","n/e","n/e","3379","n/e","n/e"
"25.03.2023 05:00 - 25.03.2023 06:00","n/e","n/e","n/e","n/e","n/e","n/e","3133","n/e","n/e"
"25.03.2023 06:00 - 25.03.2023 07:00","n/e","n/e","n/e","n/e","n/e","n/e","2888","n/e","n/e"
"25.03.2023 07:00 - 25.03.2023 08:00","n/e","n/e","n/e","n/e","n/e","n/e","2648","n/e","n/e"
"25.03.2023 08:00 - 25.03.2023 09:00","n/e","n/e","n/e","n/e","n/e","n/e","2427","n/e","n/e"
"25.03.2023 09:00 - 25.03.2023 10:00","n/e","n/e","n/e","n/e","n/e","n/e","2191","n/e","n/e"
"25.03.2023 10:00 - 25.03.2023 11:00","n/e","n/e","n/e","n/e","n/e","n/e","1979","n/e","n/e"
"25.03.2023 11:00 - 25.03.2023 12:00","n/e","n/e","n/e","n/e","n/e","n/e","1775","n/e","n/e"
"25.03.2023 12:00 - 25.03.2023 13:00","n/e","n/e","n/e","n/e","n/e","n/e","1492","n/e","n/e"
"25.03.2023 13:00 - 25.03.2023 14:00","n/e","n/e","n/e","n/e","n/e","n/e","1210","n/e","n/e"
"25.03.2023 14:00 - 25.03.2023 15:00","n/e","n/e","n/e","n/e","n/e","n/e","979","n/e","n/e"
"25.03.2023 15:00 - 25.03.2023 16:00","n/e","n/e","n/e","n/e","n/e","n/e","778","n/e","n/e"
"25.03.2023 16:00 - 25.03.2023 17:00","n/e","n/e","n/e","n/e","n/e","n/e","582","n/e","n/e"
"25.03.2023 17:00 - 25.03.2023 18:00","n/e","n/e","n/e","n/e","n/e","n/e","411","n/e","n/e"
"25.03.2023 18:00 - 25.03.2023 19:00","n/e","n/e","n/e","n/e","n/e","n/e","288","n/e","n/e"
"25.03.2023 19:00 - 25.03.2023 20:00","n/e","n/e","n/e","n/e","n/e","n/e","212","n/e","n/e"
"25.03.2023 20:00 - 25.03.2023 21:00","n/e","n/e","n/e","n/e","n/e","n/e","169","n/e","n/e"
"25.03.2023 21:00 - 25.03.2023 22:00","n/e","n/e","n/e","n/e","n/e","n/e","159","n/e","n/e"
"25.03.2023 22:00 - 25.03.2023 23:00","n/e","n/e","n/e","n/e","n/e","n/e","179","n/e","n/e"
"25.03.2023 23:00 - 26.03.2023 00:00","n/e","n/e","n/e","n/e","n/e","n/e","235","n/e","n/e"
"26.03.2023 00:00 - 26.03.2023 01:00","n/e","n/e","n/e","n/e","n/e","n/e","336","n/e","n/e"
"26.03.2023 01:00 - 26.03.2023 02:00","n/e","n/e","n/e","n/e","n/e","n/e","812","n/e","n/e"
"26.03.2023 02:00 - 26.03.2023 03:00","","","","","","","","",""
"26.03.2023 03:00 - 26.03.2023 04:00","n/e","n/e","n/e","n/e","n/e","n/e","844","n/e","n/e"
